zone,year,population,water_supply_mgd,water_demand_mgd,groundwater_extraction_mgd,groundwater_recharge_mgd,energy_consumption_mu,solar_capacity_mw,renewable_share_percent,waste_generated_tpd,waste_processed_tpd,landfill_dependency_percent,green_space_sqkm,tree_cover_percent,built_up_density_percent,ghg_emissions_mtco2,transport_emissions_mtco2,waste_emissions_mtco2,sustainability_score
Central,1928,300000,15.0,15.5,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,2.03,3.5,20.0,0.5,0.06,0.125,42.31
Central,1929,300000,15.0,15.5,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,2.13,3.5,20.0,0.5,0.06,0.125,42.33
Central,1930,300000,15.0,15.5,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,2.23,3.5,20.0,0.5,0.06,0.125,42.35
Central,1931,300000,15.0,15.5,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,2.33,3.5,20.0,0.5,0.06,0.125,42.37
Central,1932,300000,15.0,15.5,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,2.42,3.5,20.0,0.5,0.06,0.125,42.38
Central,1933,300000,15.0,15.5,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,2.52,3.5,20.0,0.5,0.06,0.125,42.4
Central,1934,300000,15.0,15.5,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,2.62,3.5,20.0,0.5,0.06,0.125,42.42
Central,1935,300000,15.0,15.5,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,2.72,3.5,20.0,0.5,0.06,0.125,42.44
Central,1936,300000,15.0,15.5,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,2.81,3.5,20.0,0.5,0.06,0.125,42.45
Central,1937,300000,15.0,15.5,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,2.91,3.5,20.0,0.5,0.06,0.125,42.47
Central,1938,300000,15.0,15.5,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,3.01,3.5,20.0,0.5,0.06,0.125,42.49
Central,1939,300000,15.0,15.5,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,3.11,3.5,20.0,0.5,0.06,0.125,42.51
Central,1940,300000,15.0,15.5,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,3.2,3.5,20.0,0.5,0.06,0.125,42.52
Central,1941,300000,15.0,15.5,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,3.3,3.5,20.0,0.5,0.06,0.125,42.54
Central,1942,300000,15.0,15.5,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,3.4,3.5,20.0,0.5,0.06,0.125,42.56
Central,1943,300000,15.0,15.5,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,3.5,3.5,20.0,0.5,0.06,0.125,42.58
Central,1944,300000,15.0,15.5,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,3.59,3.5,20.0,0.5,0.06,0.125,42.6
Central,1945,300000,15.0,15.5,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,3.69,3.5,20.0,0.5,0.06,0.125,42.61
Central,1946,300000,15.0,15.5,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,3.79,3.5,20.0,0.5,0.06,0.125,42.63
Central,1947,300000,15.0,15.5,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,3.89,3.5,20.0,0.5,0.06,0.125,42.65
Central,1948,300000,15.0,15.5,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,3.98,3.5,20.0,0.5,0.06,0.125,42.67
Central,1949,300000,15.0,15.5,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,4.08,3.5,20.0,0.5,0.06,0.125,42.68
Central,1950,300000,15.0,15.5,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,4.18,3.5,20.0,0.5,0.06,0.125,42.7
Central,1951,300000,15.0,15.5,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,4.28,3.5,20.0,0.5,0.06,0.125,42.72
Central,1952,300000,15.0,15.5,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,4.37,3.5,20.0,0.5,0.06,0.125,42.74
Central,1953,300000,16.0,16.5,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,4.47,3.5,20.0,0.5,0.06,0.125,42.75
Central,1954,300000,17.0,17.5,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,4.57,3.5,20.0,0.5,0.06,0.125,42.77
Central,1955,300000,18.0,18.5,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,4.67,3.5,20.0,0.5,0.06,0.125,42.79
Central,1956,300000,19.0,19.6,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,4.76,3.5,20.0,0.5,0.06,0.125,42.81
Central,1957,300000,20.0,20.6,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,4.86,3.5,20.0,0.5,0.06,0.125,42.82
Central,1958,300000,21.0,21.6,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,4.96,3.5,20.0,0.5,0.06,0.125,42.84
Central,1959,300000,22.0,22.7,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,5.05,3.5,20.0,0.5,0.06,0.125,42.86
Central,1960,350000,23.0,23.7,2.0,1.0,250.0,1.0,0.2,80.0,6.4,90.0,4.62,4.0,24.0,0.6,0.08,0.144,43.32
Central,1961,350000,24.0,24.7,2.0,1.0,250.0,1.0,0.2,80.0,6.4,90.0,4.73,4.0,24.0,0.6,0.08,0.144,43.34
Central,1962,350000,25.0,25.7,2.0,1.0,250.0,1.0,0.2,80.0,6.4,90.0,4.84,4.0,24.0,0.6,0.08,0.144,43.36
Central,1963,350000,26.0,26.8,2.0,1.0,250.0,1.0,0.2,80.0,6.4,90.0,4.94,4.0,24.0,0.6,0.08,0.144,43.38
Central,1964,350000,27.0,27.8,2.0,1.0,250.0,1.0,0.2,80.0,6.4,90.0,5.05,4.0,24.0,0.6,0.08,0.144,43.4
Central,1965,350000,28.0,28.8,2.0,1.0,250.0,1.0,0.2,80.0,6.4,90.0,5.16,4.0,24.0,0.6,0.08,0.144,43.42
Central,1966,350000,29.0,29.9,2.0,1.0,250.0,1.0,0.2,80.0,6.4,90.0,5.27,4.0,24.0,0.6,0.08,0.144,43.44
Central,1967,350000,30.0,30.9,2.0,1.0,250.0,1.0,0.2,80.0,6.4,90.0,5.37,4.0,24.0,0.6,0.08,0.144,43.46
Central,1968,350000,31.0,31.9,2.0,1.0,250.0,1.0,0.2,80.0,6.4,90.0,5.48,4.0,25.0,0.6,0.08,0.144,43.48
Central,1969,350000,32.0,33.0,2.0,1.0,250.0,1.0,0.2,80.0,6.4,90.0,5.59,4.0,26.0,0.6,0.08,0.144,43.5
Central,1970,350000,33.0,34.0,2.0,1.0,250.0,1.0,0.2,80.0,6.4,90.0,5.7,4.0,27.0,0.6,0.08,0.144,43.52
Central,1971,350000,34.0,35.0,2.0,1.0,250.0,1.0,0.2,80.0,6.4,90.0,5.8,4.0,28.0,0.6,0.08,0.144,43.54
Central,1972,350000,35.0,36.0,2.0,1.0,250.0,1.0,0.2,80.0,6.4,90.0,5.91,4.0,29.0,0.6,0.08,0.144,43.55
Central,1973,350000,36.0,37.1,2.0,1.0,250.0,1.0,0.2,80.0,6.4,90.0,6.02,4.0,30.0,0.6,0.08,0.144,43.57
Central,1974,350000,37.0,38.1,2.0,1.0,250.0,1.0,0.2,80.0,6.4,90.0,6.13,4.0,31.0,0.6,0.08,0.144,43.59
Central,1975,380000,38.0,39.1,2.0,1.0,250.0,1.0,0.2,80.0,6.4,90.0,6.23,4.0,32.0,0.6,0.08,0.144,43.61
Central,1976,410000,39.0,40.2,2.0,1.0,250.0,1.0,0.2,80.0,6.4,90.0,6.34,4.0,33.0,0.6,0.08,0.144,43.63
Central,1977,440000,40.0,41.2,2.0,1.0,250.0,1.0,0.2,80.0,6.4,90.0,6.45,4.0,34.0,0.6,0.08,0.144,43.65
Central,1978,470000,41.0,42.2,2.0,1.0,250.0,1.0,0.2,80.0,6.4,90.0,6.56,4.04,35.0,0.6,0.08,0.144,43.7
Central,1979,500000,42.0,43.3,2.0,1.0,250.0,1.0,0.2,80.0,6.4,90.0,6.66,4.48,36.0,0.716,0.08,0.172,43.8
Central,1980,530000,43.0,44.3,2.0,1.0,250.0,1.0,0.2,80.0,6.4,90.0,6.77,4.92,37.0,0.818,0.08,0.196,43.92
Central,1981,560000,44.0,45.3,2.0,1.2,250.0,1.0,0.2,80.0,6.4,90.0,6.88,5.36,38.0,0.897,0.08,0.215,44.07
Central,1982,590000,45.0,46.3,2.0,1.7,250.0,1.0,0.2,80.0,6.4,90.0,6.98,5.79,39.0,0.994,0.08,0.239,44.2
Central,1983,620000,46.0,47.4,2.0,2.0,250.0,1.0,0.2,80.0,6.4,90.0,7.09,6.23,40.0,1.086,0.08,0.261,44.34
Central,1984,650000,47.0,48.4,2.0,2.0,320.0,1.0,0.2,80.0,6.4,90.0,7.2,6.67,41.0,1.218,0.08,0.292,44.42
Central,1985,680000,48.0,49.4,2.0,2.0,400.0,1.0,0.2,80.0,6.4,90.0,7.31,7.11,42.0,1.315,0.08,0.316,44.54
Central,1986,710000,49.0,50.5,2.0,2.0,480.0,1.0,0.2,85.0,6.8,90.0,7.41,7.54,43.0,1.387,0.08,0.333,44.71
Central,1987,740000,50.0,51.5,2.0,2.0,560.0,1.0,0.2,100.0,8.0,90.0,7.52,7.98,44.0,1.484,0.08,0.356,44.84
Central,1988,770000,51.0,52.5,2.0,2.0,640.0,1.0,0.2,115.0,9.2,90.0,7.63,8.42,45.0,1.591,0.099,0.382,44.95
Central,1989,800000,52.0,53.6,2.0,2.0,720.0,1.0,0.2,130.0,10.4,90.0,7.74,8.86,46.0,1.686,0.197,0.405,45.09
Central,1990,830000,53.0,54.6,3.0,2.9,800.0,1.0,0.2,145.0,11.6,90.0,7.84,9.29,47.0,1.788,0.295,0.429,45.21
Central,1991,860000,54.0,55.6,4.0,3.9,880.0,1.0,0.2,160.0,12.8,90.0,8.01,9.81,48.0,1.849,0.386,0.444,45.45
Central,1992,890000,55.0,56.6,5.0,4.9,960.0,1.0,0.2,175.0,14.0,90.0,8.08,10.2,49.0,1.932,0.478,0.464,45.57
Central,1993,920000,56.0,57.7,6.0,5.9,1040.0,1.0,0.2,190.0,15.2,90.0,8.36,10.91,50.0,2.015,0.569,0.472,45.91
Central,1994,950000,57.0,58.7,7.0,6.9,1120.0,1.0,0.2,205.0,16.4,90.0,8.62,11.61,51.0,2.133,0.669,0.467,46.2
Central,1995,980000,58.0,59.7,8.0,7.8,1200.0,1.0,0.2,220.0,17.6,90.0,8.6,11.84,52.0,2.298,0.783,0.468,46.07
Central,1996,1010000,59.0,60.8,9.0,8.6,1280.0,1.0,0.2,235.0,18.8,90.0,8.54,12.0,53.0,2.475,0.904,0.47,45.88
Central,1997,1040000,60.0,61.8,10.0,9.1,1360.0,1.0,0.2,250.0,20.0,90.0,8.59,12.34,54.0,2.576,1.003,0.46,45.93
Central,1998,1070000,61.0,62.8,11.0,9.6,1440.0,1.0,0.2,265.0,21.2,90.0,8.8,12.97,55.0,2.637,1.086,0.445,46.25
Central,1999,1100000,62.0,63.9,12.0,10.1,1520.0,1.0,0.2,280.0,22.4,90.0,8.92,13.44,56.0,2.651,1.15,0.426,46.53
Central,2000,1130000,63.0,64.9,13.0,10.6,1600.0,1.0,0.2,295.0,23.6,90.0,8.79,13.42,57.0,2.776,1.255,0.42,46.3
Central,2001,1160000,64.0,65.9,14.0,11.1,1680.0,1.0,0.2,310.0,24.8,90.0,8.82,13.7,58.0,2.896,1.359,0.413,46.28
Central,2002,1190000,65.0,66.9,15.0,11.6,1760.0,1.0,0.2,325.0,26.0,90.0,8.84,13.96,59.0,2.96,1.439,0.4,46.34
Central,2003,1220000,66.0,68.0,16.0,12.1,1840.0,1.0,0.2,340.0,27.2,90.0,8.92,14.34,60.0,3.174,1.584,0.402,46.24
Central,2004,1250000,67.0,70.0,17.0,12.6,1920.0,1.0,0.2,355.0,28.4,90.0,8.95,14.61,61.0,3.378,1.727,0.403,45.75
Central,2005,1280000,68.0,72.0,18.0,13.1,2000.0,1.0,0.2,370.0,29.6,90.0,8.88,14.66,62.0,3.492,1.832,0.394,45.27
Central,2006,1310000,69.0,74.0,19.0,13.6,2080.0,1.0,0.2,385.0,30.8,90.0,8.97,15.05,63.0,3.534,1.901,0.38,45.15
Central,2007,1340000,70.0,76.0,20.0,14.0,2160.0,1.0,0.2,400.0,32.0,90.0,9.17,15.66,64.0,3.756,2.057,0.38,44.92
Central,2008,1370000,71.0,78.0,21.0,14.5,2240.0,1.0,0.2,415.0,33.2,90.0,9.24,16.0,65.0,3.966,2.209,0.378,44.54
Central,2009,1400000,72.0,80.0,22.0,15.0,2320.0,1.0,0.2,430.0,34.4,90.0,9.29,16.3,66.0,3.87,2.209,0.354,44.62
Central,2010,1430000,73.0,82.0,23.0,15.5,2400.0,1.0,0.24,445.0,43.9,90.0,9.13,16.12,67.0,4.01,2.326,0.347,44.42
Central,2011,1460000,74.0,84.0,24.0,16.0,2480.0,1.0,0.42,460.0,88.1,80.84,9.1,16.23,68.0,4.017,2.374,0.332,46.25
Central,2012,1490000,75.0,86.0,25.0,16.5,2560.0,4.1,0.6,475.0,134.4,71.71,9.25,16.72,69.0,4.145,2.485,0.325,48.12
Central,2013,1520000,76.0,88.0,26.0,17.0,2640.0,9.5,0.71,490.0,168.0,65.72,8.96,16.23,70.0,4.248,2.583,0.316,48.69
Central,2014,1550000,77.0,90.0,27.0,17.5,2720.0,13.3,0.8,505.0,197.7,60.86,8.72,15.83,71.0,4.372,2.692,0.308,49.05
Central,2015,1580000,78.0,92.0,28.0,18.0,2800.0,32.0,1.2,520.0,286.0,45.0,9.8,18.5,72.0,4.2,2.8,0.3,62.0
Central,2016,1610000,79.0,94.0,29.0,18.0,2880.0,38.0,1.4,535.0,321.0,40.0,9.9,18.9,73.0,4.3,2.9,0.3,63.0
Central,2017,1640000,80.0,96.0,30.0,19.0,2960.0,44.0,1.5,550.0,358.0,35.0,10.0,19.3,74.0,4.4,3.0,0.3,64.0
Central,2018,1670000,81.0,98.0,31.0,19.0,3040.0,51.0,1.7,565.0,396.0,31.0,10.1,19.7,75.0,4.5,3.1,0.3,65.0
Central,2019,1700000,82.0,100.0,32.0,20.0,3120.0,58.0,1.9,580.0,436.0,27.0,10.2,20.1,76.0,4.6,3.2,0.3,66.0
Central,2020,1730000,83.0,102.0,33.0,20.0,3200.0,66.0,2.1,595.0,478.0,22.0,10.3,20.5,77.0,4.7,3.3,0.3,67.0
Central,2021,1760000,84.0,104.0,34.0,21.0,3280.0,74.0,2.3,610.0,522.0,18.0,10.4,20.9,78.0,4.8,3.4,0.2,68.0
Central,2022,1790000,85.0,106.0,35.0,21.0,3360.0,82.0,2.5,625.0,568.0,15.0,10.5,21.3,79.0,4.9,3.5,0.2,69.0
Central,2023,1820000,86.0,108.0,36.0,22.0,3440.0,91.0,2.7,640.0,616.0,12.0,10.6,21.7,80.0,5.0,3.6,0.2,70.0
Central,2024,1850000,87.0,110.0,37.0,22.0,3520.0,100.0,2.8,655.0,666.0,10.0,10.7,22.1,81.0,5.1,3.7,0.2,71.0
Central,2025,1880000,88.0,112.0,38.0,23.0,3600.0,110.0,3.1,670.0,718.0,8.0,10.8,22.5,82.0,5.2,3.8,0.2,72.0
Central,2026,1910000,89.0,114.0,39.0,23.0,3680.0,120.0,3.3,685.0,772.0,6.0,10.9,22.9,83.0,5.3,3.9,0.2,73.0
Central,2027,1940000,90.0,116.0,40.0,24.0,3760.0,131.0,3.5,700.0,828.0,5.0,11.0,23.3,84.0,5.4,4.0,0.2,74.0
Central,2028,1970000,91.0,118.0,41.0,24.0,3840.0,142.0,3.6,715.0,886.0,4.0,11.1,23.7,85.0,5.5,4.1,0.2,75.0
Central,2029,2000000,92.0,120.0,42.0,25.0,3920.0,154.0,3.8,730.0,946.0,3.0,11.2,24.1,86.0,5.6,4.2,0.2,76.0
Central,2030,2030000,93.0,122.0,43.0,25.0,4000.0,166.0,4.0,745.0,1008.0,2.0,11.3,24.5,87.0,5.7,4.3,0.2,77.0
North-East,1800,300000,15.0,15.5,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,35.05,55.0,20.0,0.5,0.06,0.02,59.85
North-East,1801,300000,15.0,15.5,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,34.93,55.0,20.0,0.5,0.06,0.02,59.85
North-East,1802,300000,15.0,15.5,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,34.8,55.0,20.0,0.5,0.06,0.02,59.85
North-East,1803,300000,15.0,15.5,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,34.67,55.0,20.0,0.5,0.06,0.02,59.85
North-East,1804,300000,15.0,15.5,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,34.54,55.0,20.0,0.5,0.06,0.02,59.85
North-East,1805,300000,15.0,15.5,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,34.42,55.0,20.0,0.5,0.06,0.02,59.85
North-East,1806,300000,15.0,15.5,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,34.29,55.0,20.0,0.5,0.06,0.02,59.85
North-East,1807,300000,15.0,15.5,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,34.16,55.0,20.0,0.5,0.06,0.02,59.85
North-East,1808,300000,15.0,15.5,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,34.04,55.0,20.0,0.5,0.06,0.02,59.85
North-East,1809,300000,15.0,15.5,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,33.91,55.0,20.0,0.5,0.06,0.02,59.85
North-East,1810,300000,15.0,15.5,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,33.78,55.0,20.0,0.5,0.06,0.02,59.85
North-East,1811,300000,15.0,15.5,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,33.65,55.0,20.0,0.5,0.06,0.02,59.85
North-East,1812,300000,15.0,15.5,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,33.53,55.0,20.0,0.5,0.06,0.02,59.85
North-East,1813,300000,15.0,15.5,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,33.4,55.0,20.0,0.5,0.06,0.02,59.85
North-East,1814,300000,15.0,15.5,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,33.27,55.0,20.0,0.5,0.06,0.02,59.85
North-East,1815,300000,15.0,15.5,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,33.15,55.0,20.0,0.5,0.06,0.02,59.85
North-East,1816,300000,15.0,15.5,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,33.02,55.0,20.0,0.5,0.06,0.02,59.85
North-East,1817,300000,15.0,15.5,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,32.89,55.0,20.0,0.5,0.06,0.02,59.85
North-East,1818,300000,15.0,15.5,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,32.76,55.0,20.0,0.5,0.06,0.02,59.85
North-East,1819,300000,15.0,15.5,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,32.64,55.0,20.0,0.5,0.06,0.02,59.85
North-East,1820,300000,15.0,15.5,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,32.51,55.0,20.0,0.5,0.06,0.02,59.85
North-East,1821,300000,15.0,15.5,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,32.38,55.0,20.0,0.5,0.06,0.02,59.85
North-East,1822,300000,15.0,15.5,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,32.26,55.0,20.0,0.5,0.06,0.02,59.85
North-East,1823,300000,15.0,15.5,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,32.13,55.0,20.0,0.5,0.06,0.02,59.85
North-East,1824,300000,15.0,15.5,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,32.0,55.0,20.0,0.5,0.06,0.02,59.85
North-East,1825,300000,15.0,15.5,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,31.87,55.0,20.0,0.5,0.06,0.02,59.85
North-East,1826,300000,15.0,15.5,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,31.75,55.0,20.0,0.5,0.06,0.02,59.85
North-East,1827,300000,15.0,15.5,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,31.62,55.0,20.0,0.5,0.06,0.02,59.85
North-East,1828,300000,15.0,15.5,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,31.49,55.0,20.0,0.5,0.06,0.02,59.85
North-East,1829,300000,15.0,15.5,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,31.37,55.0,20.0,0.5,0.06,0.02,59.85
North-East,1830,300000,15.0,15.5,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,31.24,55.0,20.0,0.5,0.06,0.02,59.85
North-East,1831,300000,15.0,15.5,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,31.11,55.0,20.0,0.5,0.06,0.02,59.85
North-East,1832,300000,15.0,15.5,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,30.98,55.0,20.0,0.5,0.06,0.02,59.85
North-East,1833,300000,15.0,15.5,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,30.86,54.98,20.0,0.5,0.06,0.02,59.85
North-East,1834,300000,15.0,15.5,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,30.73,54.72,20.0,0.5,0.06,0.02,59.85
North-East,1835,300000,15.0,15.5,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,30.6,54.46,20.0,0.5,0.06,0.02,59.85
North-East,1836,300000,15.0,15.5,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,30.48,54.21,20.0,0.5,0.06,0.02,59.85
North-East,1837,300000,15.0,15.5,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,30.35,53.95,20.0,0.5,0.06,0.02,59.85
North-East,1838,300000,15.0,15.5,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,30.22,53.7,20.0,0.5,0.06,0.02,59.85
North-East,1839,300000,15.0,15.5,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,30.09,53.44,20.0,0.5,0.06,0.02,59.85
North-East,1840,300000,15.0,15.5,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,29.97,53.19,20.0,0.5,0.06,0.02,59.85
North-East,1841,300000,15.0,15.5,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,29.84,52.93,20.0,0.5,0.06,0.02,59.85
North-East,1842,300000,15.0,15.5,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,29.71,52.68,20.0,0.5,0.06,0.02,59.85
North-East,1843,300000,15.0,15.5,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,29.59,52.42,20.0,0.5,0.06,0.02,59.85
North-East,1844,300000,15.0,15.5,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,29.46,52.17,20.0,0.5,0.06,0.02,59.85
North-East,1845,300000,15.0,15.5,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,29.33,51.91,20.0,0.5,0.06,0.02,59.85
North-East,1846,300000,15.0,15.5,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,29.21,51.66,20.0,0.5,0.06,0.02,59.85
North-East,1847,300000,15.0,15.5,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,29.08,51.4,20.0,0.5,0.06,0.02,59.85
North-East,1848,300000,15.0,15.5,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,28.95,51.15,20.0,0.5,0.06,0.02,59.85
North-East,1849,300000,15.0,15.5,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,28.82,50.89,20.0,0.5,0.06,0.02,59.85
North-East,1850,300000,15.0,15.5,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,28.7,50.64,20.0,0.5,0.06,0.02,59.85
North-East,1851,300000,15.0,15.5,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,28.57,50.38,20.0,0.5,0.06,0.02,59.85
North-East,1852,300000,15.0,15.5,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,28.44,50.13,20.0,0.5,0.06,0.02,59.85
North-East,1853,300000,15.0,15.5,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,28.32,49.87,20.0,0.5,0.06,0.02,59.85
North-East,1854,300000,15.0,15.5,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,28.19,49.62,20.0,0.5,0.06,0.02,59.85
North-East,1855,300000,15.0,15.5,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,28.06,49.36,20.0,0.5,0.06,0.02,59.85
North-East,1856,300000,15.0,15.5,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,27.93,49.11,20.0,0.5,0.06,0.02,59.85
North-East,1857,300000,15.0,15.5,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,27.81,48.85,20.0,0.5,0.06,0.02,59.85
North-East,1858,300000,15.0,15.5,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,27.68,48.6,20.0,0.5,0.06,0.02,59.85
North-East,1859,300000,15.0,15.5,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,27.55,48.34,20.0,0.5,0.06,0.02,59.85
North-East,1860,300000,15.0,15.5,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,27.43,48.09,20.0,0.5,0.06,0.02,59.85
North-East,1861,300000,15.0,15.5,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,27.3,47.83,20.0,0.5,0.06,0.02,59.85
North-East,1862,300000,15.0,15.5,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,27.17,47.58,20.0,0.5,0.06,0.02,59.85
North-East,1863,300000,15.0,15.5,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,27.04,47.32,20.0,0.5,0.06,0.02,59.85
North-East,1864,300000,15.0,15.5,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,26.92,47.07,20.0,0.5,0.06,0.02,59.85
North-East,1865,300000,15.0,15.5,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,26.79,46.81,20.0,0.5,0.06,0.02,59.85
North-East,1866,300000,15.0,15.5,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,26.66,46.56,20.0,0.5,0.06,0.02,59.85
North-East,1867,300000,15.0,15.5,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,26.54,46.3,20.0,0.5,0.06,0.02,59.85
North-East,1868,300000,15.0,15.5,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,26.41,46.05,20.0,0.5,0.06,0.02,59.85
North-East,1869,300000,15.0,15.5,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,26.28,45.79,20.0,0.5,0.06,0.02,59.85
North-East,1870,300000,15.0,15.5,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,26.15,45.54,20.0,0.5,0.06,0.02,59.85
North-East,1871,300000,15.0,15.5,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,26.03,45.28,20.0,0.5,0.06,0.02,59.85
North-East,1872,300000,15.0,15.5,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,25.9,45.03,20.0,0.5,0.06,0.02,59.85
North-East,1873,300000,15.0,15.5,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,25.77,44.77,20.0,0.5,0.06,0.02,59.85
